business_scale,risk_exposure,data_type,potential_loss,annual_revenue,compliance_requirements,premium
Small,Medium,Sensitive,2110927,2407695,yes,9208
Medium,High,Sensitive,1617952,14876060,yes,6227
Large,High,Non-sensitive,333011,17602359,yes,12940
Small,Low,Non-sensitive,4676663,7813608,yes,5200
Small,High,Sensitive,2610614,17083138,no,6271
Medium,Medium,Non-sensitive,1592648,7344675,yes,14586
Medium,High,Sensitive,765128,3871210,yes,13626
Medium,High,Non-sensitive,4654312,6488834,no,14136
Small,Medium,Sensitive,143433,11114725,no,13069
Small,Medium,Sensitive,4328587,1161942,no,14192
Large,Low,Sensitive,2720426,18148706,no,11458
Small,Medium,Non-sensitive,1835608,7061477,yes,10683
Small,Medium,Sensitive,4002422,13754319,no,13486
Medium,Low,Sensitive,3853576,8634895,yes,7056
Medium,High,Non-sensitive,4610412,18098550,no,9507
Large,Low,Sensitive,1308321,17006302,yes,11064
Large,High,Sensitive,1495588,11978692,no,5431
Small,Low,Sensitive,3829481,15211135,no,4534
Small,Low,Sensitive,4743074,2010076,yes,8161
Small,Medium,Non-sensitive,3573886,4692535,yes,8380
Large,Low,Non-sensitive,200101,7927121,no,14345
Small,Low,Non-sensitive,4773315,13826918,no,7475
Small,Medium,Non-sensitive,3429322,11998712,yes,3479
Medium,Low,Non-sensitive,2638879,17778821,no,14783
Large,Low,Sensitive,4534995,6404565,yes,10346
Medium,High,Sensitive,1797794,9264600,no,4865
Medium,Low,Non-sensitive,2159157,9046514,no,5778
Medium,Medium,Sensitive,1357562,5167392,no,5787
Medium,High,Non-sensitive,458042,6890556,yes,3777
Medium,Medium,Sensitive,1746673,7298148,yes,6809
Medium,Low,Sensitive,1932273,9872904,yes,7566
Large,High,Sensitive,3840118,18501007,no,4534
Medium,Low,Non-sensitive,2067162,16851940,yes,13535
Large,Medium,Non-sensitive,4786638,18140447,no,12161
Large,High,Sensitive,2663657,4608653,no,5240
Medium,High,Sensitive,4319531,19140102,no,13280
Medium,Medium,Sensitive,4986054,7514196,no,7143
Medium,Low,Sensitive,2213616,9820056,yes,4169
Medium,Low,Sensitive,501886,10526490,no,8815
Large,Medium,Sensitive,4194392,12059576,yes,13093
Small,Medium,Sensitive,4267352,19497899,yes,6182
Large,Low,Sensitive,2656019,8387470,no,14386
Medium,High,Sensitive,1163238,9298646,no,4355
Small,Medium,Non-sensitive,3896431,11932299,yes,8681
Small,Medium,Sensitive,2752615,16304546,yes,7646
Small,Medium,Sensitive,1402492,17090693,yes,11049
Medium,Medium,Sensitive,1633179,14000794,no,14051
Small,High,Sensitive,4057800,10112872,yes,7586
Large,Low,Sensitive,2794229,1731409,yes,7534
Medium,High,Non-sensitive,4713146,14354734,yes,7020
Small,Low,Non-sensitive,2833738,2750627,yes,3694
Small,Medium,Sensitive,2971638,14127587,yes,13462
Small,Low,Non-sensitive,235453,15813296,no,6914
Medium,High,Sensitive,1229756,16562488,no,3900
Large,Medium,Sensitive,1016862,17673215,no,5067
Large,Low,Sensitive,2788898,4693632,no,3668
Small,Low,Non-sensitive,1984994,1401721,yes,11518
Medium,Medium,Sensitive,796285,3660533,yes,3820
Small,Low,Sensitive,371727,3323109,yes,12477
Medium,High,Non-sensitive,2752475,5834374,no,9447
Medium,Medium,Non-sensitive,2971174,13597325,yes,12022
Large,High,Non-sensitive,1162324,9737286,yes,4458
Large,Low,Non-sensitive,2597924,6362206,yes,7272
Large,Low,Sensitive,4663235,13249040,no,9053
Medium,Medium,Non-sensitive,1419965,13820850,yes,11855
Small,Medium,Sensitive,2872259,16459176,no,13824
Large,Low,Non-sensitive,3514992,2466631,no,9705
Small,High,Sensitive,676859,15520229,yes,5641
Small,Low,Non-sensitive,3531279,11008687,yes,14827
Large,Low,Sensitive,3525333,3905329,no,5213
Medium,Low,Sensitive,2882472,18037539,no,11603
Medium,Low,Non-sensitive,1498285,12284107,yes,4496
Large,High,Non-sensitive,477894,4967898,yes,7246
Large,Low,Sensitive,4831841,9587615,yes,4605
Small,Low,Non-sensitive,3887896,7333177,yes,5047
Small,Medium,Sensitive,4586284,17467227,yes,6352
Medium,Medium,Non-sensitive,1382185,3518214,no,6580
Small,Low,Non-sensitive,2297355,13090457,no,10169
Small,Low,Sensitive,2302861,9565557,yes,12207
Small,Low,Non-sensitive,3823356,15761461,yes,8835
Small,Low,Non-sensitive,4756412,16354677,yes,12498
Large,Medium,Non-sensitive,870452,5017072,no,4622
Small,Low,Non-sensitive,3315758,18668993,no,12796
Medium,High,Sensitive,4148350,12551424,no,4332
Medium,High,Sensitive,4716748,6196673,yes,5950
Medium,Low,Sensitive,3342496,4865833,yes,11966
Small,Medium,Sensitive,893994,17937284,no,8558
Large,Medium,Non-sensitive,2152306,16591433,yes,9660
Medium,Low,Non-sensitive,1408320,18525230,no,5533
Medium,Medium,Sensitive,3480931,12307694,yes,9891
Large,High,Sensitive,2376967,13881599,yes,9472
Small,High,Non-sensitive,4799946,4524685,no,4965
Small,Medium,Sensitive,4378437,3426780,no,8957
Large,Medium,Non-sensitive,1953826,13490878,no,10648
Medium,Low,Non-sensitive,2979763,12436143,yes,8142
Small,High,Non-sensitive,2922678,7514424,yes,12290
Small,High,Non-sensitive,3876846,12334224,no,13601
Medium,Low,Sensitive,3515030,17110144,no,14057
Small,Low,Non-sensitive,2070599,8241862,no,10857
Small,High,Sensitive,312691,15721742,no,6997
Medium,Medium,Non-sensitive,2811248,7393860,yes,14208
Large,Medium,Non-sensitive,3698727,18082695,no,10230
Small,High,Non-sensitive,331300,5846893,yes,12539
Large,High,Non-sensitive,4715255,17495990,no,5208
Medium,High,Non-sensitive,2406458,12304247,yes,9575
Medium,Medium,Non-sensitive,4218780,19733149,no,8040
Large,High,Non-sensitive,4796129,19022445,no,9230
Small,Low,Non-sensitive,936456,6332420,no,14731
Medium,Low,Sensitive,1361425,11244779,yes,5327
Small,Low,Non-sensitive,690856,7678928,yes,13416
Medium,High,Sensitive,4143694,13411493,yes,7381
Medium,Medium,Non-sensitive,4676857,9806621,no,8119
Small,High,Non-sensitive,2612835,7546300,yes,7697
Medium,Medium,Non-sensitive,1669356,7184007,yes,10670
Large,Low,Non-sensitive,521383,17774509,no,9341
Small,High,Non-sensitive,4173087,16365307,no,4437
Large,High,Sensitive,2762441,13466331,no,4847
Small,Medium,Sensitive,1578188,13722773,yes,6865
Small,Low,Non-sensitive,2521427,17044794,yes,6904
Large,Low,Sensitive,179613,15079519,no,9010
Large,High,Sensitive,4411020,12769743,no,4571
Medium,High,Sensitive,4941492,12854114,yes,14291
Small,Medium,Sensitive,3473970,11860930,no,9524
Medium,High,Sensitive,3270117,12083218,yes,7220
Large,Low,Non-sensitive,1225222,4893728,no,8384
Large,Medium,Sensitive,3998449,18993368,yes,5311
Small,Medium,Non-sensitive,4153833,17200474,yes,7548
Small,Medium,Non-sensitive,3140410,4042762,yes,10527
Large,High,Sensitive,303519,2939747,no,6987
Medium,High,Non-sensitive,2125068,11654554,no,4884
Small,Low,Non-sensitive,633470,10851646,no,11968
Medium,Medium,Sensitive,1362284,17513386,no,7167
Medium,Medium,Non-sensitive,279766,17037304,no,8988
Large,Low,Sensitive,3200245,9173776,no,11633
Medium,High,Non-sensitive,4607589,16355977,no,11862
Small,Medium,Non-sensitive,203203,11502518,yes,3326
Large,Medium,Non-sensitive,319693,13749895,yes,14940
Large,Medium,Sensitive,4271107,14488981,no,4942
Large,High,Non-sensitive,2748271,10782208,no,13576
Small,High,Non-sensitive,3137305,7994584,yes,12558
Small,Low,Sensitive,2580339,18312066,yes,8540
Large,Low,Sensitive,3833865,4782642,no,10883
Large,High,Non-sensitive,1007006,11687233,no,5645
Small,High,Sensitive,4994683,14580711,yes,12118
Large,Medium,Non-sensitive,2971258,10508506,yes,5575
Large,High,Non-sensitive,1447487,7485646,yes,8198
Small,Low,Sensitive,132704,4591686,no,5165
Medium,Medium,Non-sensitive,3774267,14072499,no,5434
Large,High,Non-sensitive,1636776,4864044,yes,13813
Medium,Medium,Non-sensitive,417560,16511131,yes,14629
Large,High,Non-sensitive,1369277,7394667,no,14154
Small,Low,Non-sensitive,4477321,14703843,no,10555
Medium,Medium,Non-sensitive,461039,6573464,yes,5432
Large,High,Non-sensitive,3636836,14151199,no,13065
Small,Medium,Non-sensitive,997010,7721334,no,6679
Medium,High,Sensitive,2129908,8629168,yes,8755
Large,High,Sensitive,2226233,16981199,yes,3763
Large,Low,Non-sensitive,3475721,7794596,no,13812
Medium,Medium,Sensitive,718431,16012046,yes,10055
Large,Low,Non-sensitive,2570495,11611738,no,7422
Large,High,Non-sensitive,676881,6019259,no,11403
Medium,Low,Sensitive,3991354,5550857,no,9110
Large,Low,Sensitive,2516057,6530082,yes,7833
Large,High,Non-sensitive,137943,12094466,yes,3257
Large,High,Sensitive,3979087,12244531,no,13568
Medium,Medium,Non-sensitive,1093439,17960802,yes,14097
Medium,Low,Non-sensitive,2658687,3808742,no,12741
Small,High,Sensitive,976741,1647720,yes,8919
Small,Medium,Sensitive,4622719,12458485,yes,6054
Small,High,Sensitive,580533,16762505,yes,10364
Large,Medium,Sensitive,1582165,11693018,no,6986
Large,Low,Non-sensitive,2885045,13575132,no,8544
Large,Low,Non-sensitive,2995723,10224030,yes,11679
Large,High,Sensitive,3856004,8393312,yes,12656
Large,High,Non-sensitive,618755,18425410,yes,11849
Large,Medium,Sensitive,1163843,1973316,yes,14249
Medium,Medium,Sensitive,172908,10608323,yes,3310
Small,Medium,Sensitive,3549709,19481995,yes,11526
Large,Low,Non-sensitive,1669753,11269607,no,3209
Small,Medium,Sensitive,233429,12277793,yes,5623
Large,Medium,Sensitive,4888838,4870030,no,14465
Small,High,Sensitive,2030102,2146257,no,6263
Small,Low,Sensitive,3035192,18121596,yes,11546
Medium,Medium,Sensitive,2220946,5781079,no,8683
Small,Low,Non-sensitive,72787,8406567,no,8851
Small,High,Non-sensitive,3065464,14888165,no,13395
Medium,High,Sensitive,760268,5005117,no,12981
Large,High,Sensitive,2929157,10915660,no,4991
Small,Low,Sensitive,945833,18901882,yes,14180
Medium,Medium,Sensitive,4626577,10262126,no,5527
Small,Low,Non-sensitive,4400634,12718283,yes,6374
Large,High,Non-sensitive,4154438,6446096,yes,4826
Medium,High,Sensitive,3753644,1160039,yes,9441
Small,High,Sensitive,4194325,1272775,yes,8799
Medium,Low,Sensitive,2334750,17585800,no,4376
Small,High,Non-sensitive,4811310,15113186,no,9769
Small,Medium,Sensitive,4780638,17077908,no,5569
Small,High,Sensitive,124283,3729411,no,10161
Large,Low,Sensitive,1855223,3636945,no,5528
Small,High,Non-sensitive,4682569,4767381,yes,13891
Large,High,Sensitive,2494036,3426362,yes,5473
Medium,Low,Non-sensitive,4542671,12738005,no,13869
Small,High,Non-sensitive,1426156,19243152,no,5633
Large,Low,Non-sensitive,1374706,7954724,no,3003
Small,High,Sensitive,3985652,14151665,no,3455
Medium,High,Sensitive,1190694,12416330,no,7229
Small,Low,Non-sensitive,2455554,15576578,yes,3064
Medium,Low,Non-sensitive,1041627,18806453,yes,3373
Large,Low,Non-sensitive,4730879,6800336,yes,7787
Medium,Low,Sensitive,2809283,14000120,yes,13859
Small,Medium,Sensitive,3580149,17359366,no,3074
Large,Low,Sensitive,3422068,16650101,yes,13435
Medium,Medium,Non-sensitive,4955620,3796680,no,12284
Medium,Medium,Sensitive,662590,2288240,yes,13905
Large,Low,Sensitive,4118265,16043188,yes,13533
Small,Medium,Non-sensitive,1849720,4393398,no,11730
Large,Medium,Non-sensitive,1189334,13572686,yes,9627
Large,Medium,Non-sensitive,3638360,12623585,no,12011
Small,Medium,Non-sensitive,2747834,11792842,no,11743
Large,High,Non-sensitive,849047,1494934,no,6589
Small,Low,Sensitive,2845850,13347035,yes,3859
Small,High,Non-sensitive,1769991,2217225,yes,3131
Large,Low,Non-sensitive,1811277,18678250,yes,4870
Large,Medium,Sensitive,2121142,19567026,no,9921
Medium,High,Sensitive,502361,7906316,no,11178
Small,High,Sensitive,3542660,13405548,yes,13411
Small,High,Non-sensitive,4246700,11842494,no,8824
Medium,High,Sensitive,645153,19724891,no,6573
Medium,High,Non-sensitive,2369082,1458838,no,8693
Medium,Medium,Sensitive,2814179,3460105,yes,5621
Large,Medium,Non-sensitive,1082828,14002259,no,4343
Medium,Medium,Non-sensitive,480871,11313177,yes,4384
Medium,Low,Sensitive,1760384,1508980,yes,3557
Small,Low,Sensitive,397284,13537429,yes,9372
Small,Low,Sensitive,1000296,5368241,yes,4984
Small,Low,Non-sensitive,2698097,5529926,no,4445
Small,Medium,Non-sensitive,3191249,13643097,no,5847
Medium,High,Sensitive,4332431,8451788,no,3466
Large,Medium,Non-sensitive,3639708,15480047,yes,14308
Large,High,Sensitive,2140096,7795562,yes,8736
Large,Medium,Sensitive,2192786,3346082,no,13320
Large,Medium,Non-sensitive,2450509,14626846,no,13596
Medium,High,Non-sensitive,1990355,11473826,yes,11315
Large,High,Sensitive,2823406,9588014,no,9340
Large,High,Sensitive,1877764,19725445,no,8071
Large,Medium,Non-sensitive,3574377,10353955,yes,3317
Large,High,Non-sensitive,2813148,5031989,no,6424
Medium,Medium,Sensitive,3547681,11968970,no,6667
Small,Medium,Sensitive,3204941,10951341,yes,11443
Large,Medium,Sensitive,869409,13046294,yes,8163
Small,High,Sensitive,4848096,12094356,yes,4323
Large,Medium,Non-sensitive,1298865,16789993,yes,3213
Small,High,Sensitive,2660023,2721487,yes,3089
Large,Low,Sensitive,347956,1067337,no,13514
Medium,Medium,Non-sensitive,3266426,12926601,yes,4334
Medium,Low,Non-sensitive,772468,16442623,no,14972
Small,High,Non-sensitive,1636278,4285974,no,6811
Small,Low,Non-sensitive,4957169,14780980,no,4809
Medium,Medium,Sensitive,3078425,17294051,no,14482
Large,Medium,Non-sensitive,4825591,11127861,yes,11270
Medium,Low,Non-sensitive,3516855,16851177,yes,5424
Small,High,Sensitive,3733443,15224364,yes,9235
Small,Low,Non-sensitive,868955,7195420,no,7640
Large,High,Non-sensitive,2637433,11837719,yes,4251
Small,High,Non-sensitive,3320798,7722844,no,5646
Medium,High,Sensitive,1441681,11656814,no,11120
Large,Medium,Non-sensitive,4941038,18690557,yes,4378
Medium,Low,Non-sensitive,3319294,6468517,yes,14859
Small,Low,Sensitive,2811675,1790738,yes,14605
Medium,Low,Sensitive,3663376,14739058,no,12763
Small,Low,Sensitive,4044214,15841047,no,6543
Large,High,Non-sensitive,1145172,19083150,no,4748
Large,Medium,Sensitive,861430,6032405,no,13658
Medium,High,Sensitive,569743,17703940,yes,13317
Medium,Low,Non-sensitive,2907842,7085268,no,7283
Medium,Low,Non-sensitive,2250214,19966701,no,11095
Small,Medium,Sensitive,1318171,1519899,yes,12325
Small,High,Sensitive,3951157,15955999,no,4023
Small,High,Sensitive,663552,10465792,no,8373
Small,Medium,Sensitive,2307381,2733956,yes,7889
Medium,High,Sensitive,808945,4271546,no,6475
Large,High,Non-sensitive,325184,10397835,no,13386
Small,High,Sensitive,2052599,11106047,no,14491
Large,Low,Non-sensitive,288044,12628874,no,12374
Small,Low,Non-sensitive,579668,16264575,no,5774
Small,Low,Non-sensitive,3902861,11935319,yes,3175
Small,Medium,Sensitive,4124295,11494683,yes,6803
Large,Low,Sensitive,899732,9298162,yes,3875
Small,Medium,Non-sensitive,3468601,9293848,yes,7735
Medium,Low,Non-sensitive,3098772,10656726,yes,4985
Small,Medium,Non-sensitive,2815219,17776570,no,3736
Large,High,Sensitive,4538875,12184266,no,10185
Small,Low,Non-sensitive,386694,16534202,no,7040
Small,Medium,Non-sensitive,2142552,10699278,yes,8583
Small,High,Non-sensitive,3908053,10727935,no,3623
Large,Medium,Non-sensitive,106752,9917369,no,5245
Small,Medium,Non-sensitive,2837514,14985953,yes,5294
Medium,Medium,Sensitive,4844680,7973118,no,5813
Medium,Medium,Sensitive,711222,17446569,no,14224
Small,Medium,Non-sensitive,3901506,16551124,no,11546
Small,High,Sensitive,2298246,9151622,no,3084
Large,Medium,Sensitive,4105179,16669240,no,13811
Large,Low,Sensitive,2079513,2588548,no,6073
Medium,High,Sensitive,4731946,2407258,yes,4375
Medium,High,Sensitive,974689,3539242,no,11239
Medium,Low,Non-sensitive,1444213,10812027,yes,10959
Large,Medium,Non-sensitive,4364855,19338213,no,12610
Large,Medium,Non-sensitive,1670331,4438101,no,4285
Large,Low,Sensitive,3537923,12841706,yes,4210
Medium,Low,Non-sensitive,2977301,14389893,yes,5096
Large,High,Sensitive,2982242,16871913,yes,14634
Medium,Medium,Sensitive,1819027,7161605,no,5780
Small,Low,Non-sensitive,496112,2948739,yes,13158
Large,Medium,Non-sensitive,2729020,10553706,no,13273
Large,High,Sensitive,2788305,7216707,no,14881
Medium,High,Sensitive,3725728,19722591,yes,5569
Small,Low,Sensitive,4046127,18843836,yes,8679
Large,High,Sensitive,1320889,8566673,yes,10958
Large,Medium,Sensitive,2190097,3429748,yes,3629
Small,Low,Sensitive,2017197,18208901,yes,10664
Small,High,Non-sensitive,1697828,12974007,no,5480
Small,High,Non-sensitive,312546,9586161,yes,10986
Large,Low,Sensitive,2850212,3769043,yes,8185
Small,High,Sensitive,4254444,9613280,yes,5227
Small,Low,Non-sensitive,4687231,9277248,no,13781
Medium,Low,Non-sensitive,3276818,17108609,no,7408
Small,High,Non-sensitive,1759599,12378889,yes,9768
Small,High,Non-sensitive,3008755,1805525,no,5729
Small,Low,Non-sensitive,1260263,11923196,yes,12242
Large,Low,Sensitive,348428,17726191,yes,3512
Medium,Medium,Non-sensitive,3246563,10837095,yes,11641
Small,Low,Sensitive,3320479,7662953,yes,9690
Small,High,Non-sensitive,1713639,19501447,yes,14392
Large,Medium,Sensitive,2682180,7624402,no,4798
Small,Medium,Non-sensitive,4210874,8093531,yes,4712
Medium,Low,Non-sensitive,4137367,2164212,yes,8849
Large,Low,Sensitive,1902467,3594612,yes,4591
Large,High,Non-sensitive,4453480,13821224,no,7912
Small,Medium,Sensitive,947881,15499616,no,10997
Large,High,Non-sensitive,3646676,7371130,no,4944
Large,Low,Sensitive,91650,15883974,no,8357
Large,Medium,Sensitive,74236,4995492,yes,6006
Medium,High,Non-sensitive,359670,6736347,no,9881
Large,Medium,Non-sensitive,710737,17273843,no,7077
Medium,Low,Non-sensitive,4069538,13386118,yes,14532
Medium,High,Sensitive,4333351,16179733,yes,7184
Small,Low,Sensitive,4410596,13151288,no,13038
Large,Medium,Non-sensitive,3368630,1219938,no,10151
Large,Low,Sensitive,1656310,10668620,no,8371
Large,Low,Sensitive,1512979,6237751,yes,12881
Small,Low,Sensitive,1808195,12919327,no,6624
Large,High,Sensitive,1301984,1018120,no,11568
Small,Medium,Non-sensitive,342353,19030861,no,12536
Medium,Low,Non-sensitive,3192666,14349044,no,11380
Small,High,Non-sensitive,4878320,8173316,no,9370
Medium,Low,Non-sensitive,936656,4584978,no,11930
Medium,High,Sensitive,4686835,5056297,no,11003
Medium,Low,Non-sensitive,3844486,10896274,yes,11129
Small,Low,Sensitive,1292390,11753009,no,3427
Medium,Medium,Non-sensitive,2233189,4012421,no,14301
Small,Low,Non-sensitive,1604034,12486130,no,8879
Medium,Medium,Non-sensitive,4604127,14205991,yes,5601
Large,High,Non-sensitive,4075302,11096170,no,6850
Small,High,Sensitive,3178879,7238885,yes,14944
Large,Low,Non-sensitive,439956,5322653,yes,8882
Small,Low,Non-sensitive,2102336,14754844,yes,3213
Large,High,Non-sensitive,2388804,12589706,yes,10659
Large,High,Sensitive,3130103,1535084,no,12581
Medium,Low,Sensitive,406625,15308809,no,7232
Medium,Medium,Non-sensitive,1279392,17442373,yes,14100
Medium,Low,Sensitive,3902303,13724255,yes,12884
Small,High,Sensitive,3430117,15998711,no,5443
Large,Medium,Non-sensitive,1476936,4589771,yes,9804
Small,High,Sensitive,3801246,5102626,no,4761
Medium,Medium,Sensitive,4026441,3673094,yes,13100
Large,Low,Sensitive,719435,3965598,no,6916
Medium,High,Non-sensitive,4261902,11028491,no,9178
Medium,Low,Non-sensitive,3287813,12193951,yes,13374
Small,High,Non-sensitive,3637416,5679320,yes,14726
